H-Hand Detected,H-Distance,H-Illegal Objects,H-Prohibited Item,F-Hand Detected,F-Distance,F-Illegal Objects,F-Prohibited Item,Identity,Face Direction,Face Zone,Eye Direction,Mouth,Number of people,Cheat Score,timestamp,face_is_cheating,hand_is_cheating,is_cheating
True,140.42791745233566,1,sheet,False,,1,headphone,True,left,red,right,YELLOW,1.0,40,0-07-32.733123,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-29.833208,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-06-44.499812,0,0,0
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-41.633174,1,1,1
False,,0,,False,,0,,False,left,red,center,YELLOW,1.0,85,0-08-19.099768,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-27.566542,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-53.133113,1,0,1
False,,0,,False,,1,headphone,True,left,red,center,YELLOW,1.0,35,0-09-32.866400,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-25.933014,1,1,1
True,,0,,False,,0,,True,left,red,right,YELLOW,1.0,40,0-10-32.433039,1,0,1
True,,0,,False,,0,,True,right,red,right,YELLOW,1.0,40,0-10-20.366378,1,0,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-01-37.333288,1,1,1
True,,0,,False,,1,headphone,False,right,red,left,YELLOW,1.0,90,0-08-04.266441,1,0,1
True,96.25487000666512,2,sheet,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-59.199749,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-04-15.266548,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-10-23.033044,1,0,1
False,,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-58.666360,1,1,1
True,107.37783756436893,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-49.599754,1,1,1
True,75.95393340703298,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-48.699670,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,YELLOW,1.0,35,0-04-52.233197,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-09-13.799742,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-02.033193,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-08.699996,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-13.366660,0,1,1
True,,0,,True,,0,,False,left,red,center,GREEN,1.0,75,0-04-20.699879,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-10-09.999716,1,1,1
True,,0,,True,,0,,True,right,red,center,GREEN,1.0,25,0-11-14.633020,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-06-26.433154,1,1,1
True,94.41398201537736,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-54.666418,1,1,1
True,104.23531071570709,2,sheet,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-48.599754,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-31.533151,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-08.699968,0,1,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-50.133310,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-45.833033,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-04-17.266547,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-55.499918,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-31.166568,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-36.266538,1,1,1
True,,0,,False,,1,headphone,False,left,red,center,GREEN,1.0,75,0-07-51.766447,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-03-54.099891,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-47.799894,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-18.199908,0,1,1
True,,0,,True,,0,,True,right,red,center,YELLOW,1.0,35,0-09-50.866392,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-04-23.633211,1,1,1
True,,0,,False,,1,cell phone,True,left,red,right,YELLOW,1.0,40,0-10-09.466383,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-47.833311,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-42.066563,0,1,1
True,240.30397416605493,2,sheet,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-55.599751,1,1,1
False,,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-00.699693,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-10.966634,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-30.066346,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-48.966616,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-06-49.066476,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-38.299926,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-01-17.199964,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-55.866557,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-23.333155,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-44.499672,1,1,1
True,,0,,False,,0,,False,left,red,center,YELLOW,1.0,85,0-02-37.366593,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-57.833111,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-43.599673,1,1,1
True,69.63476143421474,2,closedbook,False,,2,headphone,False,,,,,,80,0-07-31.166457,1,0,1
False,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-09-31.566401,1,0,1
False,,0,,False,,0,,True,left,red,right,GREEN,1.0,30,0-11-24.999681,1,1,1
True,189.805163259591,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-02.699692,1,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-06-56.433140,1,1,1
True,190.60167890131504,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-06.766357,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-18.999684,1,1,1
False,,0,,True,200.8706051168264,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-27.966458,1,0,1
True,,0,,False,,1,headphone,False,,,,,,80,0-03-22.866572,0,1,1
False,,0,,True,,0,,True,left,red,center,GREEN,1.0,25,0-09-09.099745,1,1,1
True,249.3772243008571,2,sheet,False,,0,,True,left,red,center,GREEN,1.0,25,0-08-45.033089,1,1,1
True,,0,,False,,0,,True,left,red,center,ORANGE,1.0,35,0-00-21.566657,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-10-21.899711,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-03-52.099892,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-48.933255,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-55.366501,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-16.266659,0,1,1
False,,0,,False,,1,headphone,False,,,,,,80,0-03-28.966569,0,1,1
True,,0,,False,,0,,True,left,red,center,ORANGE,1.0,35,0-01-33.866623,1,1,1
True,75.71657678474378,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-04.499998,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-01-07.266635,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-26.033237,0,1,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-34.166567,0,1,1
True,,0,,False,,0,,True,left,red,center,ORANGE,1.0,35,0-01-36.433288,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-02.733304,0,1,1
True,,0,,False,,0,,True,left,red,center,ORANGE,1.0,35,0-01-34.033290,1,1,1
True,,0,,True,,0,,True,right,red,right,GREEN,1.0,30,0-10-46.999699,1,1,1
True,241.66091947189145,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-54.999751,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-42.466368,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-21.566629,1,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-07-06.233135,0,1,1
True,,0,,False,,1,cell phone,True,right,red,center,YELLOW,1.0,35,0-09-58.233055,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-23.699961,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-43.799701,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-02-18.033269,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-21.966573,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-25.099877,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-01-12.566633,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-42.499785,1,0,1
False,,0,,True,407.6824744822863,1,cell phone,True,right,red,center,GREEN,1.0,25,0-08-31.266429,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-09.799828,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-02-12.899938,0,1,1
False,,0,,True,,0,,True,left,red,center,GREEN,1.0,25,0-09-09.199745,1,1,1
False,,0,,False,,0,,True,left,red,right,GREEN,1.0,30,0-09-26.799736,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-04-15.933214,0,1,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-54.199919,0,1,1
False,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-05-06.366524,0,1,1
True,,0,,False,,1,headphone,False,,,,,,80,0-08-04.566441,1,0,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-00-57.233307,0,1,1
True,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-10-28.299708,1,0,1
True,,0,,False,,1,cell phone,True,right,red,left,YELLOW,1.0,40,0-10-02.933053,1,1,1
True,96.17692030835673,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-09-06.199746,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-09-26.533070,1,0,1
False,,0,,False,,0,,False,,,,,,80,0-02-17.499936,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-10-45.299700,1,1,1
False,,1,closedbook,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-10-52.799696,1,1,1
True,,0,,False,,0,,True,left,red,center,ORANGE,1.0,35,0-01-34.199956,1,1,1
False,,0,,True,156.60459763365824,1,headphone,True,left,red,right,ORANGE,1.0,40,0-08-09.433106,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-11.799827,1,1,1
True,157.00318468107582,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-32.133179,0,1,1
False,,0,,True,144.49913494550754,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-24.499793,1,0,1
True,,0,,False,,1,headphone,False,,,,,,80,0-02-25.966599,1,1,1
False,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-48.166449,1,0,1
True,171.73234989366446,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-19.499851,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-58.333167,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-13.999826,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-44.333313,0,1,1
False,,0,,False,,1,headphone,True,right,red,center,YELLOW,1.0,35,0-08-01.299776,1,0,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-10-37.766370,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-42.299952,1,1,1
True,189.40168953839878,1,closedbook,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-13.466353,1,1,1
True,,0,,False,,0,,True,right,red,left,RED,1.0,40,0-01-35.899955,1,1,1
True,,0,,False,,1,cell phone,True,left,red,center,YELLOW,1.0,35,0-10-01.733053,1,1,1
True,107.54068997360952,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-47.166421,1,1,1
True,79.40403012442127,1,watch,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-04.099998,0,1,1
False,,0,,True,148.18906842274163,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-26.366459,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-02-21.266601,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-09-36.066399,1,0,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-06.666664,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-02-01.133277,0,1,1
False,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-09-52.533058,1,1,1
False,,0,,False,,0,,False,,,,,,80,0-06-39.999814,1,0,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-28.099987,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-55.999918,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-13.066633,0,1,1
False,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-08-01.033110,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-17.333158,1,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-06.799829,1,0,1
True,192.20041623263984,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-15.999686,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-58.933222,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-41.833007,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-05-56.799834,0,0,0
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-38.099899,0,1,1
True,,0,,False,,0,,True,left,red,right,GREEN,1.0,30,0-04-39.199870,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-28.766597,0,1,1
True,189.01058171435798,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-02.899692,1,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-04.866525,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-25.866655,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-10.333161,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-01.166499,1,0,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-45.033312,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-15.133159,1,1,1
True,,0,,False,,0,,True,right,red,left,YELLOW,1.0,40,0-10-18.799712,1,0,1
False,,1,watch,False,,0,,False,,,,,,80,0-06-56.399806,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,YELLOW,1.0,35,0-00-23.633322,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-59.199861,1,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-00.733166,1,0,1
True,94.76286192385707,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-08.566523,1,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-07-06.366468,0,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-07-06.466468,0,1,1
True,,0,,False,,0,,True,right,red,right,GREEN,1.0,30,0-04-38.766537,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-37.066649,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-00-17.933325,0,1,1
False,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-09-28.633069,1,0,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-09-32.766400,1,0,1
False,,0,,False,,0,,False,,,,,,80,0-08-16.499769,1,0,1
False,,0,,True,,0,,True,left,red,center,GREEN,1.0,25,0-08-36.399760,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-03.466526,0,1,1
False,,0,,True,191.80198122021577,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-27.533125,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-04-20.533212,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-33.533262,1,1,1
True,,0,,False,,0,,False,left,red,left,GREEN,1.0,80,0-01-29.666625,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-10-23.466377,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-28.033209,1,1,1
True,116.00431026474836,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-14.333187,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-03.999970,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-01-23.433295,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-30.066485,1,0,1
False,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-09-36.466399,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-23.366488,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-34.366344,1,1,1
True,88.40814442120137,1,watch,True,,0,,False,,,,,,80,0-02-07.299941,1,1,1
False,,0,,False,,0,,False,right,red,right,GREEN,1.0,80,0-03-11.133244,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,YELLOW,1.0,35,0-10-39.599702,1,0,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-40.866592,0,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-07-12.899799,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-30.499930,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-09.866495,1,1,1
True,,0,,True,,0,,True,right,red,center,GREEN,1.0,25,0-11-50.799669,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-01.466582,0,1,1
False,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-30.366569,0,1,1
True,167.88686666919483,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-39.466509,1,1,1
True,229.6366695456107,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-57.366417,1,1,1
True,58.69412236331676,1,watch,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-43.599980,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-09-17.833074,1,0,1
False,,0,,True,144.42298985964803,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-25.233126,1,0,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-48.666588,0,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-02.199943,0,1,1
True,,0,,False,,1,cell phone,True,left,red,center,YELLOW,1.0,35,0-10-01.333054,1,1,1
True,,0,,False,,1,headphone,False,left,red,right,GREEN,1.0,80,0-07-45.866450,1,0,1
True,,0,,False,,0,,False,left,red,right,GREEN,1.0,80,0-10-10.733049,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-37.933009,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-32.833318,0,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-07-57.899778,1,0,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-21.066573,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-34.466483,1,0,1
True,81.60882305241266,1,watch,False,,0,,False,,,,,,80,0-07-16.133130,1,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-33.899901,0,1,1
False,,0,,True,,0,,True,right,red,center,GREEN,1.0,25,0-08-30.566429,1,1,1
True,96.64884893261792,2,sheet,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-09-01.233082,1,1,1
False,,0,,True,,0,,False,,,,,,80,0-06-53.033141,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-04-09.399884,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-06-47.899810,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-04-21.699878,1,1,1
True,96.17692030835673,2,sheet,False,,0,,True,right,red,center,GREEN,1.0,25,0-08-53.899752,1,1,1
False,,1,watch,False,,0,,False,,,,,,80,0-06-50.333142,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-02-14.933271,0,1,1
True,167.83622970026465,1,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-20.899851,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-09-19.899740,1,0,1
True,238.15961034566715,2,sheet,False,,0,,True,left,red,center,GREEN,1.0,25,0-09-06.299746,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-52.399920,0,1,1
False,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-11-18.899684,1,1,1
False,,0,,True,,0,,False,,,,,,80,0-06-53.333141,1,1,1
False,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-10-39.266369,1,0,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-24.866488,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-16.333019,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-08.766635,0,1,1
False,,0,,False,,0,,False,,,,,,80,0-06-07.666496,1,0,1
False,,1,watch,False,,0,,False,,,,,,80,0-06-56.899806,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-49.799949,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-29.599903,0,1,1
True,168.0773631397161,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-29.266514,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-53.333225,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-17.733158,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-00-31.999985,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-49.066588,0,1,1
True,170.51099671282202,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-19.366518,0,1,1
True,,0,,False,,0,,False,,,,,,80,0-07-00.966471,0,1,1
True,159.62455951387932,2,watch,False,,0,,True,left,red,center,GREEN,1.0,25,0-05-27.833181,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-39.166341,1,1,1
True,133.4541119636259,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-37.133177,1,1,1
False,,0,,False,,0,,False,left,red,center,YELLOW,1.0,85,0-08-15.033103,1,0,1
False,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-10-54.333029,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-01-51.166615,1,1,1
True,188.66107176627614,1,closedbook,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-03.066358,1,1,1
False,,0,,True,110.14535850411491,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-21.133128,1,0,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-00-30.199986,0,1,1
True,,0,,False,,0,,False,left,red,center,YELLOW,1.0,85,0-02-39.666592,0,1,1
True,,0,,False,,0,,True,right,red,right,YELLOW,1.0,40,0-10-21.399711,1,0,1
True,,0,,False,,0,,False,,,,,,80,0-02-27.433265,0,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-36.433205,1,1,1
False,,0,,False,,1,headphone,True,left,red,center,YELLOW,1.0,35,0-09-48.733059,1,0,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-43.633201,1,1,1
True,,0,,False,,1,headphone,True,right,red,center,GREEN,1.0,25,0-00-25.933321,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-00-30.666652,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-43.133202,1,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-04-53.866530,1,1,1
True,109.40292500660117,1,watch,False,,0,,True,right,red,center,GREEN,1.0,25,0-05-33.066512,0,1,1
True,,0,,False,,0,,False,left,red,center,ORANGE,1.0,85,0-01-38.899954,1,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-48.266560,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-35.999900,0,1,1
True,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-00-31.833319,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-03-22.699906,0,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-46.933200,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-04-59.133194,1,1,1
True,,0,,False,,0,,True,right,red,center,YELLOW,1.0,35,0-02-46.399923,1,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-03-30.533235,0,1,1
False,,0,,False,,1,headphone,True,left,red,center,GREEN,1.0,25,0-07-59.966443,1,0,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-02-57.599917,0,1,1
True,,0,,False,,0,,False,right,red,center,GREEN,1.0,75,0-06-22.999822,0,1,1
False,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-02-41.266592,0,1,1
True,,0,,False,,0,,False,right,red,center,YELLOW,1.0,85,0-02-38.133260,0,1,1
True,240.0270818053663,1,watch,True,,0,,True,right,red,center,GREEN,1.0,25,0-05-10.233189,1,1,1
True,,0,,False,,0,,True,right,red,center,GREEN,1.0,25,0-04-42.733202,1,1,1
True,,0,,False,,0,,True,left,red,center,YELLOW,1.0,35,0-10-12.433048,1,1,1
True,,0,,False,,0,,False,,,,,,80,0-03-41.133230,0,1,1
True,,0,,False,,0,,False,left,red,center,GREEN,1.0,75,0-06-26.133154,1,1,1
False,,0,,False,,1,headphone,False,left,red,right,ORANGE,1.0,90,0-08-06.833107,1,0,1
True,,0,,False,,1,headphone,False,right,red,center,GREEN,1.0,75,0-01-37.766621,1,1,1
True,104.29285689825551,1,sheet,False,,1,headphone,True,left,red,right,YELLOW,1.0,40,0-07-32.199790,1,1,1
True,,0,,False,,0,,True,left,red,center,GREEN,1.0,25,0-11-23.099682,1,1,1
True,,0,,False,,0,,False,left,red,center,YELLOW,1.0,85,0-02-50.133254,0,1,1
False,,0,,True,95.80187889597991,1,headphone,False,right,red,right,YELLOW,1.0,90,0-08-06.166441,1,0,1
False,,0,,False,,0,,False,right,red,center,YELLOW,1.0,85,0-03-27.266570,0,1,1
