H-Hand Detected,H-Distance,H-Illegal Objects,H-Prohibited Item,F-Hand Detected,F-Distance,F-Illegal Objects,F-Prohibited Item,num_faces,iris_pos,iris_ratio,mouth_zone,mouth_area,x_rotation,y_rotation,z_rotation,radial_distance,gaze_direction,gaze_zone,verification_result,Cheat Score,timestamp,face_is_cheating,hand_is_cheating,split,video,is_cheating
True,123.5556554755791,1,['cell phone'],False,,0,[],1,center,0.5390817535920109,GREEN,54.0,0,0,0,3.5796950169113684,forward,white,True,1,0-01-09.600000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.5142398626027219,GREEN,33.0,0,0,0,16.737969332036652,left,red,True,1,0-00-08.850000,1,1,Train,Video1,1
True,87.68124086713189,1,['cell phone'],False,,0,[],1,left,0.644055356496037,GREEN,108.5,0,0,0,30.51082789628155,left,red,True,1,0-00-52.400000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-16.200000,1,1,Train,Video1,1
False,,1,['cell phone'],False,,1,['headphone'],1,center,0.44476644391371384,GREEN,57.5,0,0,0,3.905620635734839,forward,white,True,1,0-01-17.800000,1,1,Train,Video1,1
True,79.71198153351854,1,['cell phone'],False,,0,[],1,center,0.48016595584952654,GREEN,145.5,0,0,0,5.754931924528561,forward,white,True,1,0-01-01.350000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.426132494537061,GREEN,9.5,0,0,0,7.450961124722291,forward,white,True,1,0-00-18.350000,1,1,Train,Video1,1
True,77.98717843338096,1,['cell phone'],False,,0,[],1,center,0.43745085607619416,GREEN,64.0,0,0,0,5.463697235878735,forward,white,True,1,0-00-38.900000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,right,0.41498075392512607,GREEN,23.5,0,0,0,8.50374451403623,forward,white,True,1,0-00-28.250000,1,1,Train,Video1,1
True,109.65856099730654,1,['cell phone'],False,,0,[],1,center,0.4579565896743105,GREEN,98.5,0,0,0,4.588256293382384,forward,white,True,1,0-00-36.250000,1,1,Train,Video1,1
False,,0,[],False,,1,['headphone'],1,center,0.5076383488986228,GREEN,25.0,0,0,0,8.648052072347562,forward,white,True,1,0-00-23.900000,1,1,Train,Video1,1
False,,0,[],False,,0,[],1,center,0.5135276218826073,GREEN,82.5,0,0,0,2.013499236006119,forward,white,True,1,0-01-07.050000,1,1,Train,Video1,1
False,,0,[],False,,0,[],1,center,0.46508725676585677,GREEN,58.0,0,0,0,9.954978051976319,forward,white,True,1,0-02-01.600000,1,1,Train,Video1,1
True,97.58073580374356,1,['cell phone'],False,,0,[],1,center,0.5097207495229387,GREEN,46.0,0,0,0,15.77721979946901,left,red,True,1,0-00-46.700000,1,1,Train,Video1,1
False,,1,['cell phone'],False,,1,['headphone'],1,center,0.46502688094345684,GREEN,72.0,0,0,0,3.494031324241347,forward,white,True,1,0-01-16.550000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.5105380369973381,GREEN,89.0,0,0,0,2.4927142435784906,forward,white,True,1,0-01-03.800000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.4761844100311222,GREEN,30.5,0,0,0,6.19120304819931,forward,white,True,1,0-00-21.800000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-42.500000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-03.950000,1,1,Train,Video1,1
True,90.60905032059435,1,['cell phone'],False,,0,[],1,left,0.6757246285173463,YELLOW,169.5,0,0,0,31.862132003183692,left,red,True,1,0-00-51.450000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.48416664917509733,GREEN,87.0,0,0,0,4.9988373520137275,forward,white,True,1,0-01-37.500000,1,1,Train,Video1,1
True,118.71394189394942,1,['cell phone'],False,,1,['headphone'],1,center,0.44476644391371384,GREEN,44.5,0,0,0,7.398364185915616,forward,white,True,1,0-01-19.650000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-41.550000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.4347074743264649,RED,1146.0,0,0,0,6.603499949192006,forward,white,True,1,0-02-24.900000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.47434164902525694,YELLOW,433.5,0,0,0,20.69387188666744,down,red,True,1,0-02-29.100000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.48308615039636993,GREEN,20.5,0,0,0,8.390550565835884,forward,white,True,1,0-00-13.450000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.5,GREEN,7.0,0,0,0,7.963495197370122,forward,white,True,1,0-00-19.800000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.5134323633183627,GREEN,87.0,0,0,0,1.4952304572627861,forward,white,True,1,0-00-31.100000,1,1,Train,Video1,1
False,,0,[],True,229.73027662891977,1,['headphone'],1,center,0.485071250072666,GREEN,31.5,0,0,0,8.40034423979197,forward,white,True,1,0-00-23.150000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,right,0.41344911529736156,GREEN,25.0,0,0,0,9.648885480768875,down,white,True,1,0-00-15.350000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-54.750000,1,1,Train,Video1,1
False,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-15.550000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.4762820424784469,RED,1247.5,0,0,0,6.914889974281214,forward,white,True,1,0-02-24.300000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-09.850000,1,1,Train,Video1,1
True,137.78606605894515,1,['headphone'],False,,1,['headphone'],1,center,0.46977617561176277,GREEN,99.0,0,0,0,16.117252343060006,down,red,True,1,0-00-12.450000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.429782940327066,GREEN,87.0,0,0,0,8.436234861412636,down,white,True,1,0-00-15.900000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,right,0.40330584134097414,GREEN,120.0,0,0,0,9.358269131899531,forward,white,True,1,0-00-06.500000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,right,0.4152273992686999,GREEN,24.5,0,0,0,15.798805150175552,down,red,True,1,0-00-08.550000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.4653606231237664,GREEN,54.0,0,0,0,4.203873428751902,forward,white,True,1,0-01-13.450000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.5142080134160679,YELLOW,439.0,0,0,0,21.196919275427742,left,red,True,1,0-02-20.600000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-45.600000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.42183074386605374,GREEN,13.5,0,0,0,7.905273377527879,forward,white,True,1,0-00-15.600000,1,1,Train,Video1,1
True,104.23531071570709,1,['cell phone'],False,,0,[],1,center,0.5047544651250688,GREEN,15.5,0,0,0,2.2009190677817974,forward,white,True,1,0-01-00.450000,1,1,Train,Video1,1
False,,0,[],True,180.33579788827288,1,['headphone'],1,center,0.4511423409132708,GREEN,29.0,0,0,0,4.1480016092647585,forward,white,True,1,0-01-31.250000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,left,0.6829074606210931,YELLOW,488.5,0,0,0,21.112679666032893,left,red,True,1,0-02-21.150000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,left,0.6007953529944913,GREEN,106.0,0,0,0,25.19889787558006,left,red,True,1,0-00-47.350000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.48019603839902475,GREEN,29.5,0,0,0,6.987297547208799,forward,white,True,1,0-00-18.100000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.4511423409132708,GREEN,10.5,0,0,0,6.968992769128548,forward,white,True,1,0-00-13.700000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.44781916598115157,GREEN,16.0,0,0,0,7.597767243843239,forward,white,True,1,0-00-21.500000,1,1,Train,Video1,1
False,,1,['cell phone'],False,,0,[],1,center,0.4550725827824858,GREEN,18.0,0,0,0,3.83990005517255,forward,white,True,1,0-00-38.200000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-36.350000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-10.250000,1,1,Train,Video1,1
True,120.7393887677091,1,['closedbook'],False,,1,['headphone'],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-00-11.650000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-39.450000,1,1,Train,Video1,1
False,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-14.600000,1,1,Train,Video1,1
True,116.3872845288522,1,['cell phone'],False,,1,['headphone'],1,center,0.4472135954999579,GREEN,39.0,0,0,0,8.731499824813167,down,white,True,1,0-01-21.450000,1,1,Train,Video1,1
False,,1,['cell phone'],True,,0,[],1,center,0.48393980096313616,GREEN,50.5,0,0,0,4.9585294267063675,forward,white,True,1,0-00-42.700000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.44781916598115157,GREEN,11.0,0,0,0,6.879630164603614,forward,white,True,1,0-00-20.750000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.46031716445500037,GREEN,40.5,0,0,0,6.085271104108382,forward,white,True,1,0-00-14.400000,1,1,Train,Video1,1
True,117.32433677630571,1,['cell phone'],False,,1,['headphone'],1,center,0.49623583103198016,GREEN,56.5,0,0,0,5.432380762971633,forward,white,True,1,0-01-14.300000,1,1,Train,Video1,1
True,108.30050784737807,1,['cell phone'],False,,0,[],1,center,0.4772607021092118,GREEN,55.5,0,0,0,3.718836122426042,forward,white,True,1,0-01-00.100000,1,1,Train,Video1,1
True,96.33275663033837,1,['cell phone'],False,,0,[],1,left,0.6737451923907605,GREEN,104.0,0,0,0,39.12651216250471,left,red,True,1,0-00-50.200000,1,1,Train,Video1,1
True,102.00490184299969,1,['cell phone'],False,,0,[],1,center,0.45666947406960384,GREEN,26.5,0,0,0,5.533734586660534,forward,white,True,1,0-00-57.900000,1,1,Train,Video1,1
False,,0,[],False,,1,['headphone'],1,center,0.45057017362892193,GREEN,92.0,0,0,0,5.218082943603985,forward,white,True,1,0-00-03.900000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-12.100000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.5198752449100363,YELLOW,478.0,0,0,0,2.8779040639727143,forward,white,True,1,0-01-59.850000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.4282983661489498,GREEN,28.0,0,0,0,14.98604183570294,left,yellow,True,1,0-01-05.850000,1,1,Train,Video1,1
True,94.33981132056604,1,['cell phone'],False,,0,[],1,center,0.5099019513592784,GREEN,83.5,0,0,0,3.429154409153491,forward,white,True,1,0-00-34.950000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.47695144300424724,YELLOW,261.5,0,0,0,25.542351645490157,left,red,False,1,0-02-27.900000,1,1,Train,Video1,1
False,,1,['cell phone'],False,,0,[],1,center,0.46860921309188386,GREEN,78.0,0,0,0,6.47045224805541,forward,white,True,1,0-00-40.600000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-02-26.350000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.47266757255638076,GREEN,40.5,0,0,0,2.363669956532946,forward,white,True,1,0-00-31.400000,1,1,Train,Video1,1
True,117.45637488020819,1,['cell phone'],False,,1,['headphone'],1,center,0.46447393964477396,GREEN,11.5,0,0,0,1.1073448153306535,forward,white,True,1,0-01-16.900000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-38.650000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-10.050000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-44.050000,1,1,Train,Video1,1
False,,1,['cell phone'],True,130.6330739131557,1,['headphone'],1,center,0.46164353574848277,GREEN,123.5,0,0,0,5.033329760704503,forward,white,True,1,0-01-12.050000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.42052373944862653,GREEN,50.0,0,0,0,2.3904180123343646,forward,white,True,1,0-00-00.250000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-40.350000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.4795583482305909,GREEN,43.5,0,0,0,4.607284970060362,forward,white,True,1,0-00-05.350000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.4278734290388471,GREEN,18.5,0,0,0,12.54153316721175,down,yellow,True,1,0-00-08.400000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.49972245348957717,RED,1007.5,0,0,0,14.043839320775048,down,yellow,True,1,0-02-22.450000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.5108522065189812,GREEN,70.0,0,0,0,17.37995299031412,left,red,True,1,0-01-05.100000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-43.550000,1,1,Train,Video1,1
True,86.97700845625813,1,['cell phone'],False,,0,[],1,left,0.7009039702739966,GREEN,75.0,0,0,0,33.20858024557654,left,red,True,1,0-00-52.500000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.4770278351999552,GREEN,112.0,0,0,0,2.5993812961000016,forward,white,True,1,0-00-01.100000,1,1,Train,Video1,1
True,271.01660465735307,2,"['cell phone', 'cell phone']",False,,0,[],1,left,0.6970696093421778,GREEN,37.0,0,0,0,31.308205338980606,left,red,True,1,0-00-48.150000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-10.450000,1,1,Train,Video1,1
True,269.09106265351886,1,['cell phone'],False,,0,[],1,center,0.4703604341917987,GREEN,139.5,0,0,0,4.553964182730723,forward,white,True,1,0-00-55.150000,1,1,Train,Video1,1
True,84.0535543567314,1,['cell phone'],True,,0,[],1,center,0.4682769228250651,GREEN,105.5,0,0,0,4.127850083148898,forward,white,True,1,0-00-45.150000,1,1,Train,Video1,1
False,,1,['cell phone'],True,205.8275977608445,1,['headphone'],1,center,0.4984212148776383,GREEN,20.0,0,0,0,7.594306161251514,forward,white,True,1,0-00-23.300000,1,1,Train,Video1,1
True,132.5745073534124,1,['watch'],False,,0,[],1,center,0.49346783765359686,GREEN,25.0,0,0,0,2.1967429826323093,forward,white,True,1,0-01-34.650000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.48469292848899176,GREEN,100.0,0,0,0,14.562107071818932,left,yellow,True,1,0-00-25.700000,1,1,Train,Video1,1
True,101.9803902718557,1,['cell phone'],False,,1,['headphone'],1,center,0.4609772228646444,GREEN,91.5,0,0,0,5.982554721413068,forward,white,True,1,0-01-14.350000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.42334718496365775,GREEN,65.0,0,0,0,9.79785785558383,down,white,True,1,0-00-08.300000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.47858188672268953,GREEN,17.5,0,0,0,1.5602565002855864,forward,white,True,1,0-00-31.250000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.4547940268270977,GREEN,22.0,0,0,0,7.137780189850991,forward,white,True,1,0-00-15.450000,1,1,Train,Video1,1
True,97.74456506629922,1,['cell phone'],False,,0,[],1,left,0.6592221397463928,YELLOW,178.5,0,0,0,39.19703930701393,left,red,True,1,0-00-50.300000,1,1,Train,Video1,1
True,138.97481786280562,1,['watch'],False,,0,[],1,center,0.4975185951049946,GREEN,119.5,0,0,0,1.54558833573343,forward,white,True,1,0-01-34.800000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,right,0.33109275391203785,YELLOW,349.5,0,0,0,6.626582802253702,forward,white,True,1,0-02-05.850000,1,1,Train,Video1,1
True,120.7393887677091,1,['cell phone'],False,,1,['headphone'],1,center,0.4762831485407526,GREEN,60.5,0,0,0,1.7087895258677097,forward,white,True,1,0-01-17.050000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.44323011309187066,GREEN,61.0,0,0,0,9.23525579542678,down,white,True,1,0-00-15.650000,1,1,Train,Video1,1
False,,0,[],False,,0,[],1,center,0.45407660918649984,GREEN,22.0,0,0,0,7.098692231958484,forward,white,True,1,0-00-27.750000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-14.550000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.4670748230102302,GREEN,27.5,0,0,0,0.6636433304220937,forward,white,True,1,0-01-29.500000,1,1,Train,Video1,1
True,95.58765610684259,1,['cell phone'],False,,0,[],1,left,0.6737451923907605,YELLOW,179.5,0,0,0,35.96493463336373,left,red,True,1,0-00-50.450000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-10.500000,1,1,Train,Video1,1
True,96.93812459502195,1,['cell phone'],False,,0,[],1,left,0.6495885758840554,YELLOW,179.0,0,0,0,40.10903667066734,left,red,True,1,0-00-50.600000,1,1,Train,Video1,1
True,119.00420160649792,1,['cell phone'],False,,1,['headphone'],1,center,0.4799503135982258,GREEN,18.0,0,0,0,1.7904168398012246,forward,white,True,1,0-01-17.300000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.42760956133872596,GREEN,64.5,0,0,0,7.511365483179807,forward,white,True,1,0-00-18.200000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-41.450000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,False,1,0-02-12.950000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.48019603839902475,ORANGE,640.5,0,0,0,7.822958642525357,forward,white,True,1,0-02-20.250000,1,1,Train,Video1,1
True,109.78615577567146,1,['cell phone'],False,,0,[],1,center,0.5105380369973381,GREEN,54.5,0,0,0,5.013139164900037,forward,white,True,1,0-00-56.800000,1,1,Train,Video1,1
True,97.0,1,['cell phone'],False,,0,[],1,center,0.485071250072666,GREEN,102.5,0,0,0,2.887802981903375,forward,white,True,1,0-00-55.400000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.5338480072359176,GREEN,88.5,0,0,0,19.837637222574827,left,red,True,1,0-01-05.200000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-08.750000,1,1,Train,Video1,1
True,105.89145385724005,1,['cell phone'],False,,0,[],1,center,0.4248215775841254,GREEN,40.0,0,0,0,4.034371075342844,forward,white,True,1,0-01-00.700000,1,1,Train,Video1,1
True,116.49892703368559,1,['cell phone'],False,,1,['headphone'],1,center,0.4596194077712559,GREEN,158.0,0,0,0,5.741687156182065,forward,white,True,1,0-01-14.250000,1,1,Train,Video1,1
False,,0,[],False,,0,[],1,center,0.47289831095067364,GREEN,19.0,0,0,0,7.131926570795956,forward,white,True,1,0-00-27.400000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.5118853505207871,GREEN,116.0,0,0,0,1.0390064380548665,forward,white,True,1,0-01-04.550000,1,1,Train,Video1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,1,0-01-45.150000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.465846247226403,RED,1271.0,0,0,0,5.229913602092254,forward,white,True,1,0-02-24.600000,1,1,Train,Video1,1
True,,0,[],False,,1,['headphone'],1,center,0.4828573122267655,GREEN,18.0,0,0,0,11.087978048171339,down,yellow,True,1,0-00-12.900000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.42760956133872596,GREEN,141.5,0,0,0,2.593618144101226,forward,white,True,1,0-01-38.200000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.42037504292616695,GREEN,44.0,0,0,0,11.18397097572499,down,yellow,True,1,0-00-28.700000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.4374604912628445,GREEN,65.0,0,0,0,2.7878419649174018,forward,white,True,1,0-00-58.400000,1,1,Train,Video1,1
True,,0,[],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,1,0-02-13.500000,1,1,Train,Video1,1
False,,0,[],False,,0,[],1,center,0.43365089339828733,GREEN,64.5,0,0,0,8.826740157555674,forward,white,True,1,0-00-29.700000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,center,0.4667035434652913,GREEN,106.5,0,0,0,4.198176447992332,forward,white,True,1,0-01-35.050000,1,1,Train,Video1,1
True,,0,[],False,,0,[],1,right,0.413802944301184,GREEN,32.0,0,0,0,3.9033403238803546,forward,white,True,1,0-00-32.950000,1,1,Train,Video1,1
