H-Hand Detected,H-Distance,H-Illegal Objects,H-Prohibited Item,F-Hand Detected,F-Distance,F-Illegal Objects,F-Prohibited Item,num_faces,iris_pos,iris_ratio,mouth_zone,mouth_area,x_rotation,y_rotation,z_rotation,radial_distance,gaze_direction,gaze_zone,verification_result,Cheat Score,timestamp,face_is_cheating,hand_is_cheating,is_cheating
True,,0,[],False,,0,[],1,center,0.4670340516162901,GREEN,55.0,0,0,0,64840.17000019118,left,red,True,50,0-04-52-233113,1,0,1
True,,0,[],True,,0,[],1,center,0.44798665328611226,YELLOW,304.0,0,0,0,5134.983179495813,right,red,True,50,0-03-02-733196,0,0,0
False,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,True,50,0-03-39-666501,0,0,0
True,,0,[],False,,0,[],1,center,0.45094822063505285,GREEN,13.0,0,0,0,64870.730893974,left,red,True,50,0-02-29-899887,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.4714045207910317,YELLOW,229.0,0,0,0,64790.232109426004,left,red,True,50,0-00-13-633323,0,1,1
True,,0,[],False,,0,[],1,center,0.49526055654364853,YELLOW,226.5,0,0,0,5395.64242959494,right,red,True,50,0-03-48-899828,0,0,0
True,,0,[],False,,0,[],1,center,0.4865264009487069,YELLOW,161.0,0,0,0,5445.880385379726,right,red,True,50,0-00-40-833303,0,0,0
False,,0,[],False,,0,[],1,center,0.4949064885737835,GREEN,101.0,0,0,0,2248.4754713497337,right,red,True,50,0-00-21-533317,0,1,1
True,,0,[],False,,1,['headphone'],1,center,0.5081972676135886,YELLOW,387.0,0,0,0,64791.43367899949,left,red,True,50,0-01-00-433288,1,0,1
False,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-06-42-033031,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.5232166435699435,YELLOW,232.0,0,0,0,64782.62612284755,left,red,True,50,0-00-14-899989,0,1,1
True,87.92041856133307,1,['watch'],False,,0,[],1,center,0.47352027758819076,ORANGE,987.5,0,0,0,3961.1684505724143,right,red,True,50,0-06-51-399690,0,0,0
False,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-03-43-033165,0,0,0
True,71.80529228406496,1,['watch'],False,,0,[],1,center,0.46376930387113247,GREEN,6.5,0,0,0,64772.52374825876,left,red,True,50,0-00-37-699972,0,0,0
False,,0,[],True,,0,[],1,center,0.5189305889298492,GREEN,23.0,0,0,0,64797.19196681894,left,red,False,50,0-04-45-633118,1,1,1
True,225.61028345356956,1,['cell phone'],False,,0,[],1,center,0.4312088161017818,GREEN,48.0,0,0,0,64858.05217367985,left,red,True,50,0-02-01-466575,0,0,0
True,,0,[],False,,0,[],1,right,0.40430377003132,GREEN,39.5,0,0,0,4409.608790308245,right,red,True,50,0-04-17-566473,0,0,0
True,,0,[],False,,0,[],1,center,0.4871461643691076,GREEN,28.5,0,0,0,64776.48045360637,left,red,True,50,0-04-36-566458,0,0,0
True,,0,[],False,,0,[],1,center,0.5166801955829725,GREEN,29.5,0,0,0,2137.589021002713,right,red,True,50,0-05-23-066423,1,0,1
True,,0,[],False,,0,[],1,center,0.4883769394749725,GREEN,5.0,0,0,0,6583.037911321077,right,red,False,50,0-06-29-133040,1,0,1
True,,0,[],False,,0,[],1,center,0.4755457820753678,GREEN,112.0,0,0,0,64782.714172217224,left,red,False,50,0-03-42-266499,0,0,0
True,,0,[],False,,0,[],1,center,0.46508725676585677,GREEN,60.0,0,0,0,4279.450669473221,right,red,True,50,0-01-27-233268,0,0,0
True,,0,[],False,,0,[],1,center,0.5514109665703558,GREEN,80.5,0,0,0,1491.886764891896,right,red,False,50,0-05-24-399756,0,0,0
True,,0,[],False,,0,[],1,center,0.5,YELLOW,470.0,0,0,0,6427.531775360393,right,red,False,50,0-06-11-166387,1,0,1
True,,0,[],False,,0,[],1,center,0.44798665328611226,GREEN,115.0,0,0,0,64826.86609416885,left,red,True,50,0-02-49-699872,0,0,0
False,,1,['cell phone'],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-06-44-599695,1,1,1
True,85.07055894961546,1,['watch'],False,,0,[],1,right,0.375,GREEN,14.5,0,0,0,7279.304300213294,right,red,False,50,0-06-56-299686,0,0,0
True,,0,[],True,,0,[],1,center,0.44798665328611226,YELLOW,297.0,0,0,0,5279.698613737284,right,red,True,50,0-02-41-333212,0,0,0
True,,0,[],False,,0,[],1,center,0.4247014866764018,GREEN,23.5,0,0,0,7083.4984512015935,right,red,False,50,0-05-54-099733,1,0,1
True,,0,[],False,,0,[],1,center,0.45783772738316864,GREEN,106.0,0,0,0,5100.934993204118,right,red,True,50,0-02-51-599871,0,0,0
True,,0,[],False,,0,[],1,center,0.5281760663657007,YELLOW,397.0,0,0,0,64613.07328369299,left,red,False,50,0-06-19-999714,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.450377349111045,GREEN,151.0,0,0,0,4675.623094934249,right,red,True,50,0-00-13-066657,0,1,1
False,,0,[],True,,0,[],1,center,0.43001307259611343,GREEN,21.5,0,0,0,64808.56259804762,left,red,True,50,0-04-49-133116,1,1,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-03-53-199824,0,0,0
True,,0,[],False,,0,[],1,center,0.5263335701121742,GREEN,17.5,0,0,0,64851.92756148842,left,red,True,50,0-04-05-499815,0,0,0
True,,0,[],False,,0,[],1,right,0.41522739926869984,GREEN,58.0,0,0,0,5212.820588442524,right,red,True,50,0-01-19-366607,0,0,0
False,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-04-56-099777,1,0,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-04-53-666445,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.5099019513592784,YELLOW,497.0,0,0,0,64833.09113779126,left,red,False,50,0-05-13-699764,1,0,1
True,,0,[],False,,0,[],1,right,0.31943828249996997,GREEN,69.5,0,0,0,3669.0543191011943,right,red,False,50,0-04-39-799789,1,0,1
True,,0,[],False,,0,[],1,center,0.5086385128253881,GREEN,116.5,0,0,0,64811.171595222644,left,red,False,50,0-03-35-766504,0,0,0
False,,0,[],False,,0,[],1,center,0.42454431735879683,GREEN,109.0,0,0,0,3909.240352006228,left,red,False,50,0-05-38-466412,1,0,1
True,,0,[],False,,0,[],1,center,0.43165354895423524,YELLOW,374.0,0,0,0,4411.368216489856,right,red,True,50,0-01-02-799953,1,0,1
True,,0,[],False,,0,[],1,center,0.5242018079048992,YELLOW,194.5,0,0,0,64770.99589279818,left,red,True,50,0-03-47-966495,0,0,0
True,,0,[],False,,0,[],1,right,0.38763264485529725,GREEN,5.5,0,0,0,64896.76468771778,left,red,True,50,0-02-27-133223,0,0,0
True,,0,[],False,,0,[],1,center,0.4290347264035593,YELLOW,204.5,0,0,0,64810.294150697395,left,red,False,50,0-03-03-299862,0,0,0
True,,0,[],False,,0,[],1,center,0.452204354307721,GREEN,43.0,0,0,0,6822.136074216817,right,red,False,50,0-05-48-899737,1,0,1
True,,0,[],True,,0,[],1,right,0.3713906763541037,GREEN,4.0,0,0,0,64867.046786159524,left,red,True,50,0-02-32-433219,0,0,0
True,,0,[],False,,0,[],1,center,0.45950913880862987,YELLOW,164.0,0,0,0,5132.399254398389,right,red,True,50,0-01-13-399945,0,0,0
True,269.2452413692766,1,['cell phone'],False,,0,[],1,center,0.48737017882857936,GREEN,33.0,0,0,0,4009.5260749475124,right,red,True,50,0-00-06-799995,0,0,0
False,,0,[],False,,0,[],1,center,0.47424367491514957,GREEN,21.5,0,0,0,64819.02298450197,left,red,True,50,0-04-43-599786,0,0,0
True,,0,[],False,,0,[],1,center,0.47167474409828586,GREEN,19.0,0,0,0,64925.21352945847,left,red,True,50,0-02-04-499906,0,0,0
True,,0,[],False,,0,[],1,center,0.49937616943892227,GREEN,20.0,0,0,0,3656.19283184653,right,red,False,50,0-05-45-666406,1,0,1
True,107.48023074035522,1,['cell phone'],False,,1,['headphone'],1,center,0.47646289000663095,YELLOW,312.0,0,0,0,3165.2838505073155,right,red,True,50,0-00-16-799987,0,1,1
True,,0,[],False,,0,[],1,left,0.6868028197434451,GREEN,50.0,0,0,0,6866.901459010454,right,red,False,50,0-04-10-566478,0,0,0
True,,0,[],False,,0,[],1,right,0.40463311740110075,GREEN,37.5,0,0,0,64920.73539350407,left,red,True,50,0-02-04-699906,0,0,0
True,,0,[],False,,0,[],1,right,0.4091835684146547,GREEN,13.0,0,0,0,5002.571329210403,right,red,True,50,0-02-29-233221,0,0,0
True,,0,[],True,,0,[],1,center,0.4459135532276458,GREEN,77.0,0,0,0,64790.74002787951,left,red,True,50,0-03-17-166518,0,0,0
True,,0,[],False,,0,[],1,center,0.5,GREEN,10.5,0,0,0,4827.6657887596975,right,red,True,50,0-03-22-766514,0,0,0
False,,0,[],True,,0,[],1,center,0.4234855708219639,GREEN,40.5,0,0,0,1523.0043561968318,left,red,True,50,0-04-47-766450,1,1,1
True,,0,[],True,,0,[],1,right,0.3431876713662333,GREEN,10.0,0,0,0,64946.83589846778,left,red,True,50,0-01-09-799947,0,0,0
True,132.9699214108213,1,['closedbook'],False,,0,[],1,center,0.5064574349823225,GREEN,0.0,0,0,0,64805.75479766152,left,red,True,50,0-00-51-433295,0,0,0
True,,0,[],False,,0,[],1,center,0.5179192440406511,YELLOW,189.5,0,0,0,5885.865797076445,right,red,False,50,0-06-13-366385,1,0,1
False,,1,['cell phone'],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-06-45-766361,1,1,1
True,,0,[],False,,1,['headphone'],1,center,0.519777698189052,YELLOW,356.5,0,0,0,64801.78213332568,left,red,True,50,0-01-36-499927,1,0,1
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-04-00-699819,0,0,0
True,224.84883811129646,1,['cell phone'],False,,0,[],1,center,0.5076730825668095,GREEN,13.5,0,0,0,64773.57852130897,left,red,True,50,0-00-07-833327,0,0,0
True,,0,[],False,,0,[],1,center,0.47644828403411255,GREEN,18.5,0,0,0,4957.579019402702,right,red,False,50,0-03-56-166489,0,0,0
True,276.24807691638324,1,['cell phone'],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-07-15-833005,0,0,0
True,125.25573839150046,1,['watch'],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,50,0-07-01-533016,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.5450973743662536,YELLOW,300.0,0,0,0,64798.236149032484,left,red,True,50,0-00-58-899956,0,0,0
True,,0,[],False,,0,[],1,center,0.5281760663657007,GREEN,21.5,0,0,0,6085.881930680829,right,red,False,50,0-06-12-366386,1,0,1
True,79.30952023559341,1,['watch'],False,,0,[],1,center,0.5182535461636376,ORANGE,662.0,0,0,0,2690.08657296903,right,red,True,50,0-06-58-033018,1,0,1
True,,0,[],False,,0,[],1,center,0.4949064885737835,YELLOW,193.0,0,0,0,64797.67029818982,left,red,True,50,0-00-20-166651,0,1,1
True,,0,[],False,,0,[],1,center,0.48987110703955894,YELLOW,298.0,0,0,0,5033.942579538203,right,red,True,50,0-00-43-699967,0,0,0
True,,0,[],False,,0,[],1,center,0.45607017003965516,YELLOW,315.0,0,0,0,64788.57919244121,left,red,True,50,0-02-56-866533,0,0,0
False,,0,[],False,,0,[],1,right,0.3492151478847891,GREEN,15.0,0,0,0,65297.67376071294,left,red,False,50,0-01-32-333264,1,0,1
False,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-04-54-599778,1,0,1
True,271.5437349673161,1,['cell phone'],False,,0,[],1,center,0.5357926380525182,GREEN,23.0,0,0,0,64852.902017203334,left,red,True,50,0-00-04-333330,0,0,0
True,,0,[],False,,0,[],1,center,0.511878140546391,GREEN,138.5,0,0,0,6876.793220516352,right,red,False,50,0-06-07-933056,1,0,1
True,,0,[],False,,0,[],1,right,0.4030569111753443,GREEN,133.5,0,0,0,64988.087278328916,left,red,True,50,0-01-08-833281,0,0,0
True,,0,[],False,,0,[],1,center,0.4647963368442949,GREEN,37.5,0,0,0,4817.968408426901,right,red,True,50,0-02-11-466568,0,0,0
True,,0,[],False,,0,[],1,left,6.519202405202648,GREEN,28.0,0,0,0,3650.8005168754958,right,red,False,50,0-04-39-933122,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.4850712500726659,YELLOW,284.0,0,0,0,4652.56941836247,right,red,False,50,0-05-13-233097,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.47424367491514957,YELLOW,228.0,0,0,0,64805.99981186939,left,red,True,50,0-00-56-033291,0,0,0
False,,1,['cell phone'],False,,1,['headphone'],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-06-44-799695,1,1,1
True,,0,[],False,,0,[],1,center,0.4522198737991419,GREEN,29.0,0,0,0,6600.08926590537,right,red,False,50,0-03-58-499820,0,0,0
False,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-04-58-533108,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.47406989784338466,GREEN,0.0,0,0,0,5100.077398437036,right,red,True,50,0-00-53-899959,0,0,0
True,,0,[],False,,0,[],1,center,0.4793012932694108,GREEN,3.5,0,0,0,64683.328990873146,left,red,False,50,0-06-04-233059,1,0,1
True,,0,[],False,,0,[],1,center,0.4592965783194816,GREEN,2.5,0,0,0,64869.64366397248,left,red,True,50,0-02-34-766550,0,0,0
False,,0,[],False,,1,['headphone'],1,right,0.40741085719133335,GREEN,72.0,0,0,0,64811.51235284403,left,red,True,50,0-05-35-333081,0,0,0
False,,0,[],False,,0,[],1,center,0.45868948059003967,GREEN,20.0,0,0,0,64891.32620710398,left,red,True,50,0-01-46-899919,0,0,0
True,,0,[],False,,0,[],1,right,0.37947331922020555,GREEN,67.5,0,0,0,64858.03023152358,left,red,True,50,0-04-03-633150,0,0,0
True,,0,[],False,,0,[],1,center,0.4889401803901986,GREEN,12.5,0,0,0,64743.26284478876,left,red,False,50,0-03-56-499822,0,0,0
True,,0,[],True,,0,[],1,left,0.6043503079426099,GREEN,122.0,0,0,0,5428.168718025688,right,red,True,50,0-04-23-299802,0,0,0
False,,0,[],False,,0,[],1,right,0.4144450577366714,GREEN,11.5,0,0,0,64928.009994243854,left,red,True,50,0-02-21-533227,0,0,0
True,119.6202324023825,1,['watch'],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,50,0-07-00-333017,1,0,1
True,,0,[],True,,0,[],1,right,0.395793330559045,GREEN,7.5,0,0,0,4539.059687055007,right,red,True,50,0-04-18-799805,0,0,0
True,,0,[],False,,0,[],1,right,0.412310562561766,YELLOW,175.5,0,0,0,64872.41002330058,left,red,True,50,0-03-34-133172,0,0,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,True,50,0-04-06-966481,0,0,0
True,,0,[],True,,0,[],1,center,0.5050762722761054,GREEN,95.0,0,0,0,5535.784794212019,right,red,True,50,0-04-32-266462,0,0,0
True,,0,[],False,,0,[],1,center,0.511878140546391,GREEN,45.0,0,0,0,6820.882234521563,right,red,False,50,0-06-08-266389,1,0,1
False,,1,['cell phone'],False,,0,[],1,left,0.6751562501711069,GREEN,106.0,0,0,0,7526.466479859112,right,red,True,50,0-06-45-199695,1,1,1
False,,0,[],False,,0,[],1,center,0.545341883149212,GREEN,12.5,0,0,0,64676.930985810955,left,red,False,50,0-06-40-133032,1,0,1
True,,0,[],False,,0,[],1,left,0.6215503087641309,YELLOW,451.5,0,0,0,2139.206351449146,left,red,False,50,0-05-01-599773,1,0,1
True,,0,[],False,,0,[],1,center,0.5270462766947299,YELLOW,398.0,0,0,0,64603.73074017779,left,red,False,50,0-06-11-066387,1,0,1
True,,0,[],False,,0,[],1,center,0.4394690514817857,GREEN,147.5,0,0,0,64826.42542336771,left,red,True,50,0-02-53-433203,0,0,0
True,,0,[],False,,0,[],1,center,0.45607017003965516,GREEN,79.0,0,0,0,64857.12106177234,left,red,True,50,0-02-35-266550,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.49541508402214945,YELLOW,376.5,0,0,0,64810.98283826578,left,red,True,50,0-05-15-799762,0,0,0
False,,0,[],False,,0,[],1,left,0.6164962023950898,YELLOW,333.5,0,0,0,1884.0026199845463,left,red,True,50,0-04-51-566447,1,0,1
True,,0,[],False,,0,[],1,left,0.5872202195147035,GREEN,121.0,0,0,0,6991.199473392907,right,red,False,50,0-06-03-999726,1,0,1
True,,0,[],False,,0,[],1,right,0.38218767082460553,GREEN,42.5,0,0,0,65032.24543161711,left,red,True,50,0-01-30-099932,0,0,0
True,,0,[],False,,0,[],1,center,0.5374838498865699,GREEN,65.5,0,0,0,64831.237539833965,left,red,True,50,0-05-24-633089,0,0,0
False,,1,['cell phone'],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-06-47-133027,1,1,1
True,,0,[],False,,0,[],1,center,0.5276328614914091,GREEN,139.0,0,0,0,64946.93848710235,left,red,True,50,0-02-10-733235,0,0,0
True,,0,[],False,,0,[],1,center,0.4868513340366721,YELLOW,309.5,0,0,0,5352.1456005494765,right,red,True,50,0-02-41-699878,0,0,0
True,272.8552729928451,1,['cell phone'],False,,0,[],1,center,0.5692604418263808,GREEN,9.5,0,0,0,2856.141413220001,right,red,True,50,0-00-04-933330,0,0,0
False,,0,[],False,,0,[],1,center,0.5047544651250688,ORANGE,628.0,0,0,0,64766.97692830669,left,red,True,50,0-07-13-899673,0,0,0
True,,0,[],False,,0,[],1,center,0.4635597485216314,GREEN,96.0,0,0,0,64852.34287925041,left,red,False,50,0-04-09-299812,1,0,1
True,,0,[],True,,0,[],1,center,0.4626688880830437,YELLOW,211.5,0,0,0,5250.312848052236,right,red,False,50,0-03-05-699860,0,0,0
False,,1,['watch'],False,,0,[],1,center,0.5061943174124037,GREEN,79.0,0,0,0,7151.48719191211,right,red,True,50,0-00-37-399972,0,0,0
True,,0,[],False,,0,[],1,center,0.5062358825925978,YELLOW,213.5,0,0,0,64771.16826257785,left,red,False,50,0-03-49-799827,0,0,0
True,,0,[],False,,0,[],1,center,0.5144957554275266,YELLOW,180.5,0,0,0,64635.94415313907,left,red,False,50,0-06-08-866389,1,0,1
True,,0,[],False,,0,[],1,center,0.4472135954999579,ORANGE,529.5,0,0,0,64567.809949259805,left,red,False,50,0-06-28-399707,1,0,1
True,,0,[],False,,0,[],1,center,0.45276925690687087,GREEN,14.5,0,0,0,64740.676950466215,left,red,False,50,0-05-42-966408,1,0,1
True,,0,[],False,,0,[],1,center,0.4759404763377188,GREEN,34.5,0,0,0,4944.8184556945835,right,red,True,50,0-00-44-433300,0,0,0
True,,0,[],False,,0,[],1,center,0.4797798237163408,GREEN,17.5,0,0,0,64742.49703654119,left,red,False,50,0-05-45-299740,1,0,1
True,,0,[],False,,0,[],1,center,0.4472135954999579,GREEN,136.5,0,0,0,4848.938711261438,right,red,True,50,0-03-27-633177,1,0,1
True,,0,[],False,,0,[],1,center,0.4807401700618652,YELLOW,327.5,0,0,0,64636.69079387602,left,red,False,50,0-06-12-133053,1,0,1
True,204.97072961767003,1,['cell phone'],False,,1,['headphone'],1,center,0.4850712500726659,GREEN,25.0,0,0,0,4738.166308923401,right,red,True,50,0-00-08-466660,0,0,0
False,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-04-52-933113,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.47424367491514957,YELLOW,453.0,0,0,0,64818.0100431997,left,red,True,50,0-00-55-699958,0,0,0
True,,0,[],False,,0,[],1,center,0.5071632425360436,YELLOW,311.5,0,0,0,5393.861346815307,right,red,False,50,0-03-49-433161,0,0,0
True,,0,[],False,,0,[],1,center,0.47644828403411255,GREEN,89.5,0,0,0,5018.42622938394,right,red,True,50,0-03-19-599850,0,0,0
True,,0,[],False,,0,[],1,center,0.5,YELLOW,306.0,0,0,0,6440.678193119785,right,red,False,50,0-06-18-233048,1,0,1
True,,0,[],False,,0,[],1,center,0.454336899611537,GREEN,113.0,0,0,0,64931.64367720689,left,red,True,50,0-01-53-566581,0,0,0
True,,0,[],False,,0,[],1,center,0.4258689853451042,GREEN,83.0,0,0,0,64985.379623480156,left,red,True,50,0-01-08-166615,0,0,0
True,,0,[],False,,0,[],1,center,0.4744146415084196,YELLOW,359.5,0,0,0,5056.35933148994,right,red,True,50,0-00-41-366636,0,0,0
True,,0,[],False,,0,[],1,center,0.4343722427630694,YELLOW,345.5,0,0,0,3218.1375721943214,right,red,True,50,0-07-17-699670,0,0,0
True,,0,[],False,,0,[],1,center,0.47704414468028195,GREEN,16.0,0,0,0,64877.3479351941,left,red,True,50,0-01-44-833254,0,0,0
False,,0,[],False,,0,[],1,left,0.7136090493321141,YELLOW,363.5,0,0,0,1930.8904977153136,left,red,True,50,0-04-51-266447,1,0,1
True,,0,[],False,,0,[],1,right,0.31838634237934677,GREEN,74.5,0,0,0,6822.370600939106,right,red,True,50,0-07-15-433005,0,0,0
True,,0,[],False,,0,[],1,center,0.5144957554275266,YELLOW,279.0,0,0,0,6915.37423918936,right,red,False,50,0-06-04-766392,1,0,1
True,,0,[],False,,0,[],1,center,0.4633636610190112,GREEN,6.5,0,0,0,6958.801893124999,right,red,False,50,0-05-55-666399,1,0,1
True,,0,[],False,,0,[],1,center,0.4776901919268254,GREEN,12.0,0,0,0,64667.03355422,left,red,False,50,0-06-36-033035,1,0,1
False,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-03-41-399833,0,0,0
True,,0,[],False,,0,[],1,center,0.5,GREEN,17.5,0,0,0,5084.879176672462,right,red,True,50,0-00-31-966643,0,0,0
True,,0,[],True,,0,[],1,center,0.45094822063505285,YELLOW,439.5,0,0,0,64820.78208444637,left,red,True,50,0-02-38-299881,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.47640979433134184,YELLOW,366.5,0,0,0,64794.75879730152,left,red,True,50,0-00-59-099955,1,0,1
True,,0,[],True,,0,[],1,center,0.5110249473511902,GREEN,23.5,0,0,0,4937.153707519143,right,red,True,50,0-01-50-666583,0,0,0
True,,0,[],True,,0,[],1,center,0.4600856791042167,GREEN,125.5,0,0,0,64817.099565326585,left,red,True,50,0-04-20-933137,0,0,0
True,271.4645464881188,1,['cell phone'],False,,1,['headphone'],1,center,0.46306909818160147,YELLOW,226.5,0,0,0,64788.88537154176,left,red,True,50,0-00-08-999993,0,0,0
True,,0,[],False,,0,[],1,right,0.38286976871621364,YELLOW,450.5,0,0,0,1603.4485632126928,right,red,True,50,0-05-03-633105,0,0,0
True,,0,[],True,,0,[],1,center,0.4790216658711145,YELLOW,247.0,0,0,0,5597.214768621975,right,red,True,50,0-03-50-799826,0,0,0
True,125.25573839150046,1,['watch'],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,50,0-07-01-566349,1,0,1
True,,0,[],False,,0,[],1,center,0.4288112559145252,GREEN,7.0,0,0,0,64962.67742042435,left,red,True,50,0-02-13-166566,0,0,0
True,77.62087348130012,1,['watch'],False,,0,[],1,left,0.5940576021972068,GREEN,45.0,0,0,0,64816.24772470067,left,red,True,50,0-00-39-433304,0,0,0
True,,0,[],False,,0,[],1,right,0.3909079031741939,GREEN,32.0,0,0,0,64756.88185013271,left,red,False,50,0-05-48-533071,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.5191500058986183,GREEN,114.0,0,0,0,2460.3270404577943,right,red,True,50,0-05-10-733099,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.519777698189052,YELLOW,228.5,0,0,0,64793.679745412475,left,red,True,50,0-00-16-066655,0,1,1
False,,0,[],False,,1,['headphone'],1,center,0.5432144762551112,YELLOW,265.0,0,0,0,2900.3261696147238,right,red,True,50,0-04-44-899785,0,0,0
True,,0,[],False,,0,[],1,center,0.46025368556557844,YELLOW,176.5,0,0,0,64835.29652096071,left,red,True,50,0-00-42-499968,0,0,0
True,,0,[],False,,0,[],1,center,0.5064292529419031,YELLOW,227.0,0,0,0,64947.11072258327,left,red,True,50,0-01-54-533247,0,0,0
True,,0,[],False,,0,[],1,center,0.4472135954999579,YELLOW,249.0,0,0,0,5373.435220796731,right,red,True,50,0-01-06-999950,0,0,0
True,,0,[],False,,0,[],1,center,0.4883769394749725,GREEN,75.0,0,0,0,64841.597787302475,left,red,True,50,0-04-14-699808,0,0,0
True,,0,[],False,,0,[],1,right,0.38851434494290565,YELLOW,465.0,0,0,0,1463.8287172226333,right,red,True,50,0-05-02-333106,0,0,0
True,,0,[],False,,0,[],1,center,0.5253742471300923,GREEN,20.0,0,0,0,64787.270326946134,left,red,False,50,0-05-49-799737,1,0,1
True,,0,[],False,,0,[],1,right,0.4191368221424547,YELLOW,457.5,0,0,0,64893.80047081375,left,red,True,50,0-01-14-999944,0,0,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-05-28-266419,1,0,1
True,140.1606221447379,1,['cell phone'],False,,0,[],2,,0.0,,0.0,0,0,0,0.0,,,True,50,0-07-01-899682,1,0,1
False,,0,[],False,,0,[],1,left,0.6078638537434348,YELLOW,469.0,0,0,0,64783.614670904746,right,red,True,50,0-04-51-199781,1,0,1
True,,0,[],False,,1,['headphone'],1,center,0.49242042616670023,GREEN,47.0,0,0,0,64851.37618696497,left,red,True,50,0-04-16-699807,0,0,0
True,,0,[],False,,0,[],1,center,0.47704414468028195,GREEN,7.5,0,0,0,5944.521369796369,right,red,False,50,0-06-13-499719,1,0,1
False,,0,[],False,,0,[],1,center,0.45094822063505285,YELLOW,215.5,0,0,0,4463.644255917996,right,red,True,50,0-03-10-999856,0,0,0
True,228.31995094603536,1,['cell phone'],False,,0,[],1,center,0.5076730825668095,GREEN,21.0,0,0,0,64772.14933565588,left,red,True,50,0-00-07-799994,0,0,0
False,,0,[],False,,0,[],1,center,0.525788708029132,GREEN,10.5,0,0,0,2973.6509954586318,right,red,True,50,0-04-35-566459,0,0,0
True,,0,[],False,,0,[],1,center,0.45202535667473687,GREEN,17.5,0,0,0,64889.689667083425,left,red,True,50,0-01-47-899919,0,0,0
False,,1,['cell phone'],False,,0,[],1,center,0.4956457806583176,YELLOW,444.5,0,0,0,65318.969210901574,left,red,True,50,0-06-45-066362,1,1,1
True,,0,[],False,,0,[],1,center,0.47398052095690113,GREEN,18.5,0,0,0,64681.25080365553,left,red,False,50,0-06-35-699702,1,0,1
True,,0,[],False,,0,[],1,center,0.5690643170074818,GREEN,46.5,0,0,0,64764.958104864214,left,red,True,50,0-04-31-533129,0,0,0
False,,0,[],False,,0,[],1,right,0.36760731104690386,YELLOW,183.5,0,0,0,64940.895039216,left,red,False,50,0-03-12-033189,0,0,0
True,,0,[],False,,0,[],1,center,0.4204964789407537,GREEN,49.5,0,0,0,4181.070174502085,right,red,True,50,0-04-17-233140,0,0,0
True,,0,[],False,,1,['headphone'],1,center,0.502302391301985,GREEN,128.0,0,0,0,64793.62171729051,left,red,True,50,0-05-24-966422,0,0,0
True,148.12494725737457,1,['closedbook'],False,,0,[],1,center,0.4927856059980385,GREEN,45.0,0,0,0,5090.756902144796,right,red,True,50,0-00-51-033295,0,0,0
False,,0,[],False,,0,[],1,center,0.4883769394749725,YELLOW,178.0,0,0,0,64810.45666352647,left,red,True,50,0-04-14-066475,0,0,0
True,,0,[],False,,0,[],0,,0.0,,0.0,0,0,0,0.0,,,False,50,0-04-00-633152,0,0,0
True,,0,[],False,,0,[],1,center,0.46565731465733207,YELLOW,468.5,0,0,0,64772.07712713317,left,red,True,50,0-04-37-599791,0,0,0
